         2037790 function calls (2019726 primitive calls) in 2.383 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 datastructures.py:24(Empty)
        1    0.000    0.000    0.000    0.000 datastructures.py:247(OrderedSet)
        1    0.000    0.000    0.000    0.000 datastructures.py:28(Join)
        1    0.000    0.000    0.000    0.000 datastructures.py:281(MultiValueDictKeyError)
        1    0.000    0.000    0.000    0.000 datastructures.py:285(MultiValueDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:29(LazyObject)
        1    0.000    0.000    0.000    0.000 datastructures.py:339(AttributeDictMixin)
        1    0.000    0.000    0.000    0.000 datastructures.py:360(AttributeDict)
        1    0.000    0.000    0.000    0.000 datastructures.py:365(DictAttribute)
        1    0.000    0.000    0.001    0.001 datastructures.py:4(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:442(ConfigurationView)
        1    0.000    0.000    0.000    0.000 datastructures.py:473(ImmutableList)
      380    0.001    0.000    0.006    0.000 datastructures.py:486(__new__)
        1    0.000    0.000    0.000    0.000 datastructures.py:518(DictWrapper)
        1    0.000    0.000    0.000    0.000 datastructures.py:55(GraphFormatter)
        1    0.000    0.000    0.000    0.000 datastructures.py:554(LimitedSet)
        1    0.000    0.000    0.001    0.001 datastructures.py:8(<module>)
        1    0.000    0.000    0.000    0.000 datastructures.py:8(EmptyResultSet)
        1    0.000    0.000    0.000    0.000 datastructures.py:9(MergeDict)
        1    0.000    0.000    0.000    0.000 date_converters.py:1(<module>)
        1    0.000    0.000    0.003    0.003 dateformat.py:12(<module>)
        1    0.000    0.000    0.000    0.000 dateformat.py:199(DateFormat)
        1    0.000    0.000    0.000    0.000 dateformat.py:32(Formatter)
        1    0.000    0.000    0.000    0.000 dateformat.py:43(TimeFormat)
        1    0.000    0.000    0.005    0.005 dateparse.py:1(<module>)
        2    0.001    0.001    0.004    0.002 dates.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:137(DayMixin)
        1    0.000    0.000    0.000    0.000 dates.py:193(WeekMixin)
        1    0.000    0.000    0.000    0.000 dates.py:22(YearMixin)
        1    0.000    0.000    0.000    0.000 dates.py:263(DateMixin)
        1    0.000    0.000    0.000    0.000 dates.py:331(BaseDateListView)
        1    0.000    0.000    0.000    0.000 dates.py:412(BaseArchiveIndexView)
        1    0.000    0.000    0.000    0.000 dates.py:433(ArchiveIndexView)
        1    0.000    0.000    0.000    0.000 dates.py:440(BaseYearArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:485(YearArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:492(BaseMonthArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:526(MonthArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:533(BaseWeekArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:571(WeekArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:578(BaseDayArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:613(DayArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:620(BaseTodayArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:632(TodayArchiveView)
        1    0.000    0.000    0.000    0.000 dates.py:639(BaseDateDetailView)
        1    0.000    0.000    0.000    0.000 dates.py:676(DateDetailView)
        1    0.000    0.000    0.000    0.000 dates.py:78(MonthMixin)
        1    0.000    0.000    0.001    0.001 datetime_safe.py:10(<module>)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:17(date)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:22(datetime)
        1    0.000    0.000    0.000    0.000 datetime_safe.py:36(time)
        1    0.000    0.000    0.001    0.001 db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 db.py:10(SessionStore)
        2    0.001    0.000    0.605    0.303 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:112(ExceptionReporterFilter)
        1    0.000    0.000    0.000    0.000 debug.py:134(SafeExceptionReporterFilter)
        1    0.000    0.000    0.000    0.000 debug.py:248(ExceptionReporter)
        1    0.000    0.000    0.000    0.000 debug.py:40(CallableSettingWrapper)
        1    0.000    0.000    0.000    0.000 debug.py:41(sensitive_post_parameters)
        2    0.000    0.000    0.000    0.000 debug.py:64(decorator)
        1    0.001    0.001    0.005    0.005 decimal.py:116(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:160(DecimalException)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 decimal.py:195(InvalidOperation)
        1    0.000    0.000    0.000    0.000 decimal.py:224(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 decimal.py:234(DivisionByZero)
        1    0.000    0.000    0.000    0.000 decimal.py:250(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 decimal.py:261(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 decimal.py:272(Inexact)
        1    0.000    0.000    0.000    0.000 decimal.py:284(InvalidContext)
        1    0.000    0.000    0.000    0.000 decimal.py:298(Rounded)
        1    0.000    0.000    0.000    0.000 decimal.py:310(Subnormal)
        1    0.000    0.000    0.000    0.000 decimal.py:321(Overflow)
        1    0.000    0.000    0.000    0.000 decimal.py:359(Underflow)
        1    0.000    0.000    0.000    0.000 decimal.py:3749(_ContextManager)
        1    0.000    0.000    0.000    0.000 decimal.py:3764(Context)
        3    0.000    0.000    0.000    0.000 decimal.py:3783(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3810(<genexpr>)
       27    0.000    0.000    0.000    0.000 decimal.py:3817(<genexpr>)
        1    0.000    0.000    0.000    0.000 decimal.py:505(Decimal)
        6    0.000    0.000    0.000    0.000 decimal.py:514(__new__)
        1    0.000    0.000    0.000    0.000 decimal.py:5419(_WorkRep)
        1    0.000    0.000    0.000    0.000 decimal.py:5673(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 decimal.py:5677(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        1    0.000    0.000    0.000    0.000 decoder.py:17(_floatconstants)
        2    0.000    0.000    0.002    0.001 decoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:24(_floatconstants)
        2    0.000    0.000    0.000    0.000 decoder.py:272(JSONDecoder)
        2    0.000    0.000    0.000    0.000 decoder.py:302(__init__)
       10    0.000    0.000    0.000    0.000 deconstruct.py:18(decorator)
  778/393    0.002    0.000    0.002    0.000 deconstruct.py:19(__new__)
        1    0.000    0.000    0.000    0.000 deconstruct.py:2(<module>)
       10    0.000    0.000    0.000    0.000 deconstruct.py:9(deconstructible)
        5    0.001    0.000    0.001    0.000 decorators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:100(Substitution)
        3    0.000    0.000    0.000    0.000 decorators.py:11(user_passes_test)
      186    0.000    0.000    0.000    0.000 decorators.py:128(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:13(classonlymethod)
      186    0.001    0.000    0.001    0.000 decorators.py:134(__call__)
        1    0.000    0.000    0.000    0.000 decorators.py:137(ContextDecorator)
        4    0.000    0.000    0.000    0.000 decorators.py:141(__call__)
        1    0.001    0.001    0.002    0.002 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:155(Appender)
      531    0.000    0.000    0.000    0.000 decorators.py:174(__init__)
        3    0.000    0.000    0.000    0.000 decorators.py:18(decorator)
      531    0.001    0.000    0.025    0.000 decorators.py:181(__call__)
        4    0.000    0.000    0.000    0.000 decorators.py:189(indent)
       24    0.000    0.000    0.000    0.000 decorators.py:19(deprecate_kwarg)
        3    0.000    0.000    0.000    0.000 decorators.py:20(method_decorator)
        1    0.000    0.000    0.000    0.000 decorators.py:207(KnownFailureTest)
        6    0.000    0.000    0.000    0.000 decorators.py:26(_dec)
       41    0.000    0.000    0.001    0.000 decorators.py:266(make_signature)
        1    0.000    0.000    0.000    0.000 decorators.py:39(login_required)
        2    0.000    0.000    0.000    0.000 decorators.py:54(permission_required)
       24    0.000    0.000    0.000    0.000 decorators.py:64(_deprecate_kwarg)
        3    0.000    0.000    0.000    0.000 decorators.py:73(decorator_from_middleware)
       20    0.000    0.000    0.000    0.000 decorators.py:82(available_attrs)
        5    0.000    0.000    0.000    0.000 decorators.py:9(deprecate)
       80    0.000    0.000    0.000    0.000 decorators.py:91(<genexpr>)
        3    0.000    0.000    0.000    0.000 decorators.py:94(make_middleware_decorator)
        3    0.000    0.000    0.000    0.000 decorators.py:95(_make_decorator)
        7    0.000    0.000    0.000    0.000 decorators.py:98(_decorator)
        1    0.000    0.000    0.003    0.003 defaultfilters.py:1(<module>)
       30    0.000    0.000    0.000    0.000 defaultfilters.py:36(stringfilter)
        1    0.002    0.002    0.004    0.004 defaults.py:10(<module>)
      130    0.000    0.000    0.000    0.000 defaults.py:232(flatten)
      130    0.000    0.000    0.000    0.000 defaults.py:241(<genexpr>)
       16    0.000    0.000    0.000    0.000 defaults.py:43(<genexpr>)
        1    0.000    0.000    0.000    0.000 defaults.py:55(Option)
      129    0.000    0.000    0.000    0.000 defaults.py:62(__init__)
        1    0.000    0.000    0.002    0.002 defaults.py:8(<module>)
        1    0.001    0.001    0.005    0.005 defaulttags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defaulttags.py:101(FilterNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:112(FirstOfNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:124(ForNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:235(IfChangedNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:281(IfEqualNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:300(IfNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:32(AutoEscapeControlNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:334(LoremNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:352(RegroupNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:387(SsiNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:417(LoadNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:422(NowNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:438(SpacelessNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:447(TemplateTagNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:465(URLNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:48(CommentNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:519(VerbatimNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:527(WidthRatioNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:53(CsrfTokenNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:560(WithNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:73(CycleNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:92(DebugNode)
        1    0.000    0.000    0.000    0.000 defaulttags.py:928(TemplateLiteral)
        1    0.000    0.000    0.000    0.000 defaulttags.py:940(TemplateIfParser)
        1    0.000    0.000    0.000    0.000 defchararray.py:1669(chararray)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:208(matrix)
        1    0.000    0.000    0.001    0.001 deletion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deletion.py:10(ProtectedError)
        1    0.000    0.000    0.000    0.000 deletion.py:72(Collector)
        1    0.000    0.000    0.000    0.000 depr_module.py:10(_DeprecatedModule)
        1    0.000    0.000    0.000    0.000 depr_module.py:19(__init__)
        1    0.000    0.000    0.000    0.000 depr_module.py:4(<module>)
        1    0.001    0.001    0.013    0.013 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 deprecation.py:12(RemovedInDjango19Warning)
        1    0.000    0.000    0.000    0.000 deprecation.py:19(warn_about_renamed_method)
      153    0.000    0.000    0.000    0.000 deprecation.py:20(__init__)
       11    0.000    0.000    0.000    0.000 deprecation.py:26(__call__)
        1    0.000    0.000    0.000    0.000 deprecation.py:36(RenameMethodsBase)
        1    0.000    0.000    0.000    0.000 deprecation.py:5(RemovedInDjango110Warning)
       41    0.001    0.000    0.002    0.000 deprecation.py:50(__new__)
        1    0.000    0.000    0.000    0.000 detail.py:1(<module>)
        1    0.000    0.000    0.000    0.000 detail.py:10(SingleObjectMixin)
        1    0.000    0.000    0.000    0.000 detail.py:110(BaseDetailView)
        1    0.000    0.000    0.000    0.000 detail.py:120(SingleObjectTemplateResponseMixin)
        1    0.000    0.000    0.000    0.000 detail.py:172(DetailView)
        1    0.000    0.000    0.000    0.000 difflib.py:1670(HtmlDiff)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:44(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:764(Differ)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dispatcher.py:1(<module>)
      256    0.000    0.000    0.001    0.000 dispatcher.py:13(_make_id)
      179    0.005    0.000    0.023    0.000 dispatcher.py:178(send)
        1    0.000    0.000    0.000    0.000 dispatcher.py:23(Signal)
      217    0.000    0.000    0.000    0.000 dispatcher.py:246(_clear_dead_receivers)
      178    0.005    0.000    0.008    0.000 dispatcher.py:257(_live_receivers)
       14    0.000    0.000    0.000    0.000 dispatcher.py:306(receiver)
       37    0.000    0.000    0.000    0.000 dispatcher.py:32(__init__)
       14    0.000    0.000    0.000    0.000 dispatcher.py:320(_decorator)
       39    0.001    0.000    0.001    0.000 dispatcher.py:53(connect)
        1    0.000    0.000    0.000    0.000 django.py:1(<module>)
        1    0.000    0.000    0.000    0.000 django.py:14(DjangoTemplates)
        1    0.000    0.000    0.000    0.000 django.py:2(<module>)
        1    0.000    0.000    0.000    0.000 django.py:33(Template)
        1    0.000    0.000    0.001    0.001 django.py:36(fixup)
        1    0.000    0.000    0.000    0.000 django.py:47(DjangoFixup)
        1    0.000    0.000    0.000    0.000 django.py:49(__init__)
        1    0.000    0.000    0.001    0.001 django.py:54(install)
        1    0.000    0.000    0.000    0.000 django.py:96(DjangoWorkerFixup)
        1    0.000    0.000    0.000    0.000 django_1_7_0.py:1(<module>)
        1    0.000    0.000    0.000    0.000 django_field_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 django_model_methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 domreg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 drawing.py:13(Drawing)
        1    0.000    0.000    0.001    0.001 drawing.py:8(<module>)
        1    0.000    0.000    0.001    0.001 dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:113(__new__)
        3    0.000    0.000    0.000    0.000 dtypes.py:132(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:145(DatetimeTZDtypeType)
        1    0.000    0.000    0.001    0.001 dtypes.py:152(DatetimeTZDtype)
        3    0.000    0.000    0.000    0.000 dtypes.py:170(__new__)
        3    0.000    0.000    0.000    0.000 dtypes.py:221(construct_from_string)
        1    0.000    0.000    0.000    0.000 dtypes.py:252(PeriodDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:259(PeriodDtype)
       10    0.000    0.000    0.000    0.000 dtypes.py:74(is_dtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:8(ExtensionDtype)
        1    0.000    0.000    0.000    0.000 dtypes.py:91(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 dtypes.py:98(CategoricalDtype)
        1    0.001    0.001    0.001    0.001 dumper.py:2(<module>)
        1    0.000    0.000    0.000    0.000 dumper.py:27(SafeDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:45(Dumper)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 duration.py:1(<module>)
        1    0.000    0.000    0.000    0.000 easter.py:5(<module>)
        1    0.000    0.000    0.001    0.001 edit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edit.py:118(ModelFormMixin)
        1    0.000    0.000    0.000    0.000 edit.py:19(FormMixinBase)
        1    0.000    0.000    0.000    0.000 edit.py:197(ProcessFormView)
        8    0.000    0.000    0.000    0.000 edit.py:20(__new__)
        1    0.000    0.000    0.000    0.000 edit.py:225(BaseFormView)
        1    0.000    0.000    0.000    0.000 edit.py:231(FormView)
        1    0.000    0.000    0.000    0.000 edit.py:237(BaseCreateView)
        1    0.000    0.000    0.000    0.000 edit.py:252(CreateView)
        1    0.000    0.000    0.000    0.000 edit.py:260(BaseUpdateView)
        1    0.000    0.000    0.000    0.000 edit.py:275(UpdateView)
        1    0.000    0.000    0.000    0.000 edit.py:283(DeletionMixin)
        1    0.000    0.000    0.000    0.000 edit.py:321(BaseDeleteView)
        1    0.000    0.000    0.000    0.000 edit.py:329(DeleteView)
        1    0.000    0.000    0.000    0.000 edit.py:40(FormMixin)
        1    0.000    0.000    0.000    0.000 einfo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einfo.py:14(_Frame)
        1    0.000    0.000    0.000    0.000 einfo.py:32(_Object)
        1    0.000    0.000    0.000    0.000 einfo.py:38(_Truncated)
        1    0.000    0.000    0.000    0.000 einfo.py:53(Traceback)
        1    0.000    0.000    0.000    0.000 einfo.py:7(_Code)
        1    0.000    0.000    0.000    0.000 einfo.py:70(ExceptionInfo)
        1    0.000    0.000    0.000    0.000 emitter.py:14(EmitterError)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.000    0.000 emitter.py:9(<module>)
        1    0.000    0.000    0.000    0.000 encode.py:314(multipart_yielder)
        1    0.000    0.000    0.000    0.000 encode.py:50(MultipartParam)
        1    0.000    0.000    0.000    0.000 encode.py:6(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:12(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:121(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:18(<module>)
        2    0.000    0.000    0.002    0.001 encoder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:362(JSONEncoderForHTML)
        1    0.000    0.000    0.000    0.000 encoder.py:56(ValueSequence)
        1    0.000    0.000    0.000    0.000 encoder.py:60(Encoder)
        1    0.000    0.000    0.000    0.000 encoder.py:70(JSONEncoder)
        2    0.000    0.000    0.000    0.000 encoder.py:72(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:89(JSONEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:9(_import_speedups)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:10(<module>)
        1    0.000    0.000    0.000    0.000 encoding.py:126(force_bytes)
        1    0.000    0.000    0.000    0.000 encoding.py:17(DjangoUnicodeDecodeError)
        1    0.001    0.001    0.032    0.032 encoding.py:2(<module>)
       57    0.000    0.000    0.000    0.000 encoding.py:28(python_2_unicode_compatible)
        1    0.000    0.000    0.000    0.000 encoding.py:282(get_system_encoding)
      226    0.001    0.000    0.002    0.000 encoding.py:72(force_text)
        1    0.001    0.001    0.012    0.012 engine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 engine.py:17(Engine)
        1    0.000    0.000    0.000    0.000 engine.py:19(__init__)
        1    0.000    0.000    0.000    0.000 engines.py:101(NumExprEngine)
        1    0.000    0.000    0.000    0.000 engines.py:133(PythonEngine)
        1    0.000    0.000    0.000    0.000 engines.py:2(<module>)
        1    0.000    0.000    0.000    0.000 engines.py:20(NumExprClobberingError)
        1    0.000    0.000    0.000    0.000 engines.py:41(AbstractEngine)
        2    0.000    0.000    0.000    0.000 entity.py:151(__init__)
        1    0.000    0.000    0.000    0.000 entity.py:302(binding)
        1    0.000    0.000    0.000    0.000 entity.py:34(Exchange)
        1    0.000    0.000    0.000    0.000 entity.py:355(Queue)
        1    0.000    0.000    0.318    0.318 entity.py:7(<module>)
        1    0.002    0.002    0.015    0.015 environment.py:10(<module>)
        1    0.000    0.000    0.000    0.000 environment.py:103(Environment)
        1    0.000    0.000    0.000    0.000 environment.py:1062(TemplateModule)
        1    0.000    0.000    0.000    0.000 environment.py:1088(TemplateExpression)
        1    0.000    0.000    0.000    0.000 environment.py:1107(TemplateStream)
        1    0.000    0.000    0.000    0.000 environment.py:850(Template)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
        1    0.000    0.000    0.000    0.000 error.py:4(Mark)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 error.py:48(MarkedYAMLError)
        1    0.000    0.000    0.022    0.022 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:13(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:17(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:29(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:50(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MalformedHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:9(MessageError)
        1    0.001    0.001    0.007    0.007 eval.py:4(<module>)
        1    0.000    0.000    0.000    0.000 events.py:15(NodeEvent)
        1    0.000    0.000    0.000    0.000 events.py:21(CollectionStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:31(CollectionEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:36(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:4(<module>)
        1    0.000    0.000    0.000    0.000 events.py:4(Event)
        1    0.000    0.000    0.000    0.000 events.py:42(StreamEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:45(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:54(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:61(AliasEvent)
        1    0.000    0.000    0.000    0.000 events.py:64(ScalarEvent)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:78(SequenceEndEvent)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 events.py:84(MappingEndEvent)
        1    0.000    0.000    0.000    0.000 excel.py:1290(_Openpyxl22Writer)
        1    0.000    0.000    0.000    0.000 excel.py:1359(_XlwtWriter)
        6    0.000    0.000    0.000    0.000 excel.py:142(register_writer)
        1    0.000    0.000    0.000    0.000 excel.py:1482(_XlsxWriter)
        1    0.000    0.000    0.000    0.000 excel.py:203(ExcelFile)
        1    0.001    0.001    0.003    0.003 excel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 excel.py:607(ExcelWriter)
        1    0.000    0.000    0.000    0.000 excel.py:765(_Openpyxl1Writer)
        1    0.000    0.000    0.000    0.000 excel.py:877(_OpenpyxlWriter)
        1    0.000    0.000    0.000    0.000 excel.py:883(_Openpyxl20Writer)
        6    0.001    0.000    0.003    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(ImmediateHttpResponse)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:102(NotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:103(InvalidPath)
        1    0.000    0.000    0.000    0.000 exceptions.py:104(ReadTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(AccessRefused)
        1    0.000    0.000    0.000    0.000 exceptions.py:107(MethodNotAllowed)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 exceptions.py:111(ConnectTimeoutError)
        1    0.000    0.000    0.000    0.000 exceptions.py:111(NotFound)
        1    0.000    0.000    0.000    0.000 exceptions.py:115(ResourceLocked)
        1    0.000    0.000    0.000    0.000 exceptions.py:116(EmptyPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:118(NotAcceptable)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(PreconditionFailed)
        1    0.000    0.000    0.000    0.000 exceptions.py:119(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:121(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:123(FrameError)
        1    0.000    0.000    0.000    0.000 exceptions.py:126(LocationValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(FrameSyntaxError)
        1    0.000    0.000    0.000    0.000 exceptions.py:127(TemplateRuntimeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(DjangoRuntimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(RequestException)
        1    0.000    0.000    0.000    0.000 exceptions.py:13(UnpackValueError)
        1    0.000    0.000    0.000    0.000 exceptions.py:130(UnsupportedMediaType)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(InvalidCommand)
        1    0.000    0.000    0.000    0.000 exceptions.py:131(LocationParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:133(UndefinedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(TaskRevokedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:135(ChannelNotOpen)
        1    0.000    0.000    0.000    0.000 exceptions.py:137(SecurityError)
        1    0.000    0.000    0.000    0.000 exceptions.py:138(NotConfigured)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(UnexpectedFrame)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(PoolError)
        1    0.000    0.000    0.000    0.000 exceptions.py:14(TemplateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:141(ResponseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:142(AlwaysEagerIgnored)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(FilterArgumentError)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(ResourceError)
        1    0.000    0.000    0.000    0.000 exceptions.py:143(Throttled)
        1    0.000    0.000    0.000    0.000 exceptions.py:146(InvalidTaskError)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(NotAllowed)
        1    0.000    0.000    0.000    0.000 exceptions.py:147(SecurityWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:150(IncompleteStream)
        1    0.000    0.000    0.000    0.000 exceptions.py:151(AMQPNotImplementedError)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(InsecureRequestWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:154(ChordError)
        1    0.000    0.000    0.000    0.000 exceptions.py:155(InternalError)
        1    0.000    0.000    0.000    0.000 exceptions.py:157(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:158(CPendingDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:162(CDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:162(InsecurePlatformWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:166(FixupWarning)
